Common Name,Scientific Name,Count,Threshold
ParrotCrossbill,Loxia pytyopsittacus,558,0.8999999761581421
WesternBonellisWarbler,Phylloscopus bonelli,561,0.7200000286102295
CommonBuzzard,Buteo buteo,563,0.3199999928474426
IberianChiffchaff,Phylloscopus ibericus,568,0.38999998569488525
EurasianTeal,Anas crecca,577,0.3400000035762787
EurasianWoodcock,Scolopax rusticola,577,0.1599999964237213
CommonWoodPigeon,Columba palumbus,588,0.12999999523162842
CornCrake,Crex crex,590,0.2800000011920929
LittleRingedPlover,Charadrius dubius,591,0.4599999785423279
WhooperSwan,Cygnus cygnus,596,0.6000000238418579
CommonRingedPlover,Charadrius hiaticula,610,0.7300000190734863
EuropeanStonechat,Saxicola rubicola,610,0.25999999046325684
MelodiousWarbler,Hippolais polyglotta,612,0.6800000071525574
EurasianWhimbrel,Numenius phaeopus,622,0.5400000214576721
Red-breastedFlycatcher,Ficedula parva,641,0.32999998331069946
ThrushNightingale,Luscinia luscinia,660,0.5400000214576721
NorthernLapwing,Vanellus vanellus,667,0.4099999964237213
GreylagGoose,Anser anser,669,0.23999999463558197
LesserSpottedWoodpecker,Dryobates minor,673,0.32999998331069946
EuropeanCrestedTit,Lophophanes cristatus,685,0.3400000035762787
Mallard,Anas platyrhynchos,725,0.4699999988079071
CommonGreenshank,Tringa nebularia,734,0.5099999904632568
EuropeanGoldenPlover,Pluvialis apricaria,734,0.4399999976158142
WesternBarnOwl,Tyto alba,735,0.19999998807907104
CirlBunting,Emberiza cirlus,741,0.6399999856948853
GreenSandpiper,Tringa ochropus,756,0.699999988079071
Black-headedGull,Chroicocephalus ridibundus,758,0.11999999731779099
EurasianSiskin,Spinus spinus,773,0.4899999797344208
CommonCrane,Grus grus,780,0.3100000023841858
LittleOwl,Athene noctua,783,0.28999999165534973
WesternJackdaw,Coloeus monedula,783,0.05999999865889549
Woodlark,Lullula arborea,785,0.3199999928474426
LittleGrebe,Tachybaptus ruficollis,791,0.3100000023841858
CommonGrasshopperWarbler,Locustella naevia,793,0.44999998807907104
EuropeanGreenWoodpecker,Picus viridis,801,0.23999999463558197
CarrionCrow,Corvus corone,811,0.17000000178813934
CommonQuail,Coturnix coturnix,817,0.3999999761581421
EurasianTreecreeper,Certhia familiaris,821,0.3499999940395355
EuropeanSerin,Serinus serinus,824,0.17999999225139618
SardinianWarbler,Curruca melanocephala,824,0.2800000011920929
EurasianMagpie,Pica pica,827,0.2800000011920929
MeadowPipit,Anthus pratensis,829,0.23999999463558197
EurasianOystercatcher,Haematopus ostralegus,833,0.23999999463558197
WillowTit,Poecile montanus,838,0.4099999964237213
BarnSwallow,Hirundo rustica,848,0.25
GreatReedWarbler,Acrocephalus arundinaceus,851,0.26999998092651367
Bluethroat,Luscinia svecica,857,0.5
Fieldfare,Turdus pilaris,859,0.4399999976158142
Hawfinch,Coccothraustes coccothraustes,870,0.4899999797344208
OrtolanBunting,Emberiza hortulana,882,0.32999998331069946
EurasianTreeSparrow,Passer montanus,884,0.6800000071525574
CommonLinnet,Linaria cannabina,886,0.699999988079071
MistleThrush,Turdus viscivorus,891,0.29999998211860657
WhiteWagtail,Motacilla alba,896,0.5300000309944153
CommonSandpiper,Actitis hypoleucos,911,0.5300000309944153
Long-earedOwl,Asio otus,922,0.3999999761581421
LesserWhitethroat,Curruca curruca,925,0.3100000023841858
CommonRedshank,Tringa totanus,929,0.2199999988079071
Short-toedTreecreeper,Certhia brachydactyla,937,0.5099999904632568
SpottedFlycatcher,Muscicapa striata,943,0.32999998331069946
IcterineWarbler,Hippolais icterina,950,0.699999988079071
CommonFirecrest,Regulus ignicapilla,957,0.25
EuropeanNightjar,Caprimulgus europaeus,960,0.3700000047683716
BlackRedstart,Phoenicurus ochruros,976,0.4699999988079071
BlythsReedWarbler,Acrocephalus dumetorum,981,0.6500000357627869
EuropeanPiedFlycatcher,Ficedula hypoleuca,989,0.7599999904632568
EurasianBullfinch,Pyrrhula pyrrhula,994,0.5799999833106995
EurasianGoldenOriole,Oriolus oriolus,1009,0.47999998927116394
Long-tailedTit,Aegithalos caudatus,1019,0.5300000309944153
WoodWarbler,Phylloscopus sibilatrix,1040,0.44999998807907104
MarshTit,Poecile palustris,1048,0.5400000214576721
EurasianCurlew,Numenius arquata,1058,0.28999999165534973
CommonStarling,Sturnus vulgaris,1071,0.03999999910593033
GreyHeron,Ardea cinerea,1079,0.35999998450279236
SedgeWarbler,Acrocephalus schoenobaenus,1122,0.1599999964237213
CommonSnipe,Gallinago gallinago,1137,0.08999999612569809
CommonRedstart,Phoenicurus phoenicurus,1157,0.1599999964237213
NorthernRaven,Corvus corax,1158,0.25
CornBunting,Emberiza calandra,1180,0.26999998092651367
Goldcrest,Regulus regulus,1188,0.4399999976158142
BlackWoodpecker,Dryocopus martius,1215,0.12999999523162842
HouseSparrow,Passer domesticus,1217,0.05999999865889549
CettisWarbler,Cettia cetti,1224,0.25
CommonReedBunting,Emberiza schoeniclus,1236,0.23999999463558197
EurasianReedWarbler,Acrocephalus scirpaceus,1246,0.5
CommonMoorhen,Gallinula chloropus,1259,0.35999998450279236
WesternYellowWagtail,Motacilla flava,1259,0.25
GardenWarbler,Sylvia borin,1277,0.5600000023841858
EurasianSkylark,Alauda arvensis,1284,0.17999999225139618
EuropeanGoldfinch,Carduelis carduelis,1297,0.5900000333786011
EurasianCoot,Fulica atra,1346,0.14000000059604645
EurasianNuthatch,Sitta europaea,1349,0.3199999928474426
EurasianJay,Garrulus glandarius,1352,0.26999998092651367
CommonCuckoo,Cuculus canorus,1391,0.25999999046325684
Dunnock,Prunella modularis,1395,0.3799999952316284
TreePipit,Anthus trivialis,1412,0.2800000011920929
EuropeanGreenfinch,Chloris chloris,1431,0.35999998450279236
MarshWarbler,Acrocephalus palustris,1511,0.5300000309944153
WaterRail,Rallus aquaticus,1541,0.12999999523162842
Yellowhammer,Emberiza citrinella,1584,0.11999999731779099
Redwing,Turdus iliacus,1596,0.41999998688697815
WillowWarbler,Phylloscopus trochilus,1635,0.1899999976158142
CoalTit,Periparus ater,1652,0.3700000047683716
CommonWhitethroat,Curruca communis,1865,0.6800000071525574
GreatSpottedWoodpecker,Dendrocopos major,1904,0.4699999988079071
CommonNightingale,Luscinia megarhynchos,1924,0.23999999463558197
TawnyOwl,Strix aluco,1954,0.6100000143051147
EurasianBlueTit,Cyanistes caeruleus,2057,0.17999999225139618
RedCrossbill,Loxia curvirostra,2523,0.35999998450279236
EurasianWren,Troglodytes troglodytes,2635,0.08999999612569809
SongThrush,Turdus philomelos,2981,0.12999999523162842
EurasianBlackcap,Sylvia atricapilla,3364,0.07000000029802322
CommonChiffchaff,Phylloscopus collybita,3395,0.10999999940395355
EuropeanRobin,Erithacus rubecula,3619,0.09999999403953552
CommonChaffinch,Fringilla coelebs,3638,0.019999999552965164
CommonBlackbird,Turdus merula,4112,0.029999999329447746
GreatTit,Parus major,4463,0.14999999105930328
Noise,Noise,0,0.20999999344348907
BarbaryPartridge,Alectoris barbara,8,0.08999999612569809
BollesPigeon,Columba bollii,5,0.699999988079071
LaurelPigeon,Columba junoniae,7,0.9800000190734863
BalearicShearwater,Puffinus mauretanicus,7,0.1599999964237213
TrocazPigeon,Columba trocaz,8,0
GreatBustard,Otis tarda,4,0
