Common Name,Scientific Name,Count,Threshold
WesternBonellisWarbler,Phylloscopus bonelli,561,0.4899999797344208
CommonBuzzard,Buteo buteo,563,0.41999998688697815
IberianChiffchaff,Phylloscopus ibericus,568,0.4599999785423279
EurasianTeal,Anas crecca,577,0.28999999165534973
EurasianWoodcock,Scolopax rusticola,577,0.3400000035762787
CommonWoodPigeon,Columba palumbus,588,0.07999999821186066
CornCrake,Crex crex,590,0.29999998211860657
LittleRingedPlover,Charadrius dubius,591,0.14000000059604645
WhooperSwan,Cygnus cygnus,596,0.11999999731779099
CommonRingedPlover,Charadrius hiaticula,610,0.5300000309944153
EuropeanStonechat,Saxicola rubicola,610,0.75
MelodiousWarbler,Hippolais polyglotta,612,0.25999999046325684
EurasianWhimbrel,Numenius phaeopus,622,0.23999999463558197
Red-breastedFlycatcher,Ficedula parva,641,0.6899999976158142
ThrushNightingale,Luscinia luscinia,660,0.25999999046325684
NorthernLapwing,Vanellus vanellus,667,0.12999999523162842
GreylagGoose,Anser anser,669,0.07999999821186066
LesserSpottedWoodpecker,Dryobates minor,673,0.5600000023841858
EuropeanCrestedTit,Lophophanes cristatus,685,0.5099999904632568
Mallard,Anas platyrhynchos,725,0.19999998807907104
CommonGreenshank,Tringa nebularia,734,0.3700000047683716
EuropeanGoldenPlover,Pluvialis apricaria,734,0.5300000309944153
WesternBarnOwl,Tyto alba,735,0.07999999821186066
CirlBunting,Emberiza cirlus,741,0.3700000047683716
GreenSandpiper,Tringa ochropus,756,0.25
Black-headedGull,Chroicocephalus ridibundus,758,0.08999999612569809
EurasianSiskin,Spinus spinus,773,0.4699999988079071
CommonCrane,Grus grus,780,0.25999999046325684
LittleOwl,Athene noctua,783,0.14000000059604645
WesternJackdaw,Coloeus monedula,783,0.03999999910593033
Woodlark,Lullula arborea,785,0.3100000023841858
LittleGrebe,Tachybaptus ruficollis,791,0.3199999928474426
CommonGrasshopperWarbler,Locustella naevia,793,0.1599999964237213
EuropeanGreenWoodpecker,Picus viridis,801,0.2199999988079071
CarrionCrow,Corvus corone,811,0.05999999865889549
CommonQuail,Coturnix coturnix,817,0.14999999105930328
EurasianTreecreeper,Certhia familiaris,821,0.23999999463558197
EuropeanSerin,Serinus serinus,824,0.25999999046325684
SardinianWarbler,Curruca melanocephala,824,0.47999998927116394
EurasianMagpie,Pica pica,827,0.29999998211860657
MeadowPipit,Anthus pratensis,829,0.3799999952316284
EurasianOystercatcher,Haematopus ostralegus,833,0.3499999940395355
WillowTit,Poecile montanus,838,0.19999998807907104
BarnSwallow,Hirundo rustica,848,0.10999999940395355
GreatReedWarbler,Acrocephalus arundinaceus,851,0.25999999046325684
Bluethroat,Luscinia svecica,857,0.5099999904632568
Fieldfare,Turdus pilaris,859,0.10999999940395355
Hawfinch,Coccothraustes coccothraustes,870,0.22999998927116394
OrtolanBunting,Emberiza hortulana,882,0.3199999928474426
EurasianTreeSparrow,Passer montanus,884,0.10999999940395355
CommonLinnet,Linaria cannabina,886,0.14999999105930328
MistleThrush,Turdus viscivorus,891,0.6600000262260437
WhiteWagtail,Motacilla alba,896,0.29999998211860657
CommonSandpiper,Actitis hypoleucos,911,0.38999998569488525
Long-earedOwl,Asio otus,922,0.09999999403953552
LesserWhitethroat,Curruca curruca,925,0.550000011920929
CommonRedshank,Tringa totanus,929,0.14999999105930328
Short-toedTreecreeper,Certhia brachydactyla,937,0.07999999821186066
SpottedFlycatcher,Muscicapa striata,943,0.1899999976158142
IcterineWarbler,Hippolais icterina,950,0.32999998331069946
CommonFirecrest,Regulus ignicapilla,957,0.23999999463558197
EuropeanNightjar,Caprimulgus europaeus,960,0.1599999964237213
BlackRedstart,Phoenicurus ochruros,976,0.3499999940395355
BlythsReedWarbler,Acrocephalus dumetorum,981,0.4599999785423279
EuropeanPiedFlycatcher,Ficedula hypoleuca,989,0.05999999865889549
EurasianBullfinch,Pyrrhula pyrrhula,994,0.2800000011920929
EurasianGoldenOriole,Oriolus oriolus,1009,0.12999999523162842
Long-tailedTit,Aegithalos caudatus,1019,0.3799999952316284
WoodWarbler,Phylloscopus sibilatrix,1040,0.3100000023841858
MarshTit,Poecile palustris,1048,0.5
EurasianCurlew,Numenius arquata,1058,0.3700000047683716
CommonStarling,Sturnus vulgaris,1071,0.10999999940395355
GreyHeron,Ardea cinerea,1079,0.08999999612569809
SedgeWarbler,Acrocephalus schoenobaenus,1122,0.20999999344348907
CommonSnipe,Gallinago gallinago,1137,0.08999999612569809
CommonRedstart,Phoenicurus phoenicurus,1157,0.3799999952316284
NorthernRaven,Corvus corax,1158,0.10999999940395355
CornBunting,Emberiza calandra,1180,0.22999998927116394
Goldcrest,Regulus regulus,1188,0.10999999940395355
BlackWoodpecker,Dryocopus martius,1215,0.22999998927116394
HouseSparrow,Passer domesticus,1217,0.07999999821186066
CettisWarbler,Cettia cetti,1224,0.1899999976158142
CommonReedBunting,Emberiza schoeniclus,1236,0.20999999344348907
EurasianReedWarbler,Acrocephalus scirpaceus,1246,0.05999999865889549
CommonMoorhen,Gallinula chloropus,1259,0.3400000035762787
WesternYellowWagtail,Motacilla flava,1259,0.25999999046325684
GardenWarbler,Sylvia borin,1277,0.14999999105930328
EurasianSkylark,Alauda arvensis,1284,0.009999999776482582
EuropeanGoldfinch,Carduelis carduelis,1297,0.25999999046325684
EurasianCoot,Fulica atra,1346,0.25999999046325684
EurasianNuthatch,Sitta europaea,1349,0.2199999988079071
EurasianJay,Garrulus glandarius,1352,0.07999999821186066
CommonCuckoo,Cuculus canorus,1391,0.09999999403953552
Dunnock,Prunella modularis,1395,0.12999999523162842
TreePipit,Anthus trivialis,1412,0.07999999821186066
EuropeanGreenfinch,Chloris chloris,1431,0.07000000029802322
MarshWarbler,Acrocephalus palustris,1511,0.550000011920929
WaterRail,Rallus aquaticus,1541,0.07000000029802322
Yellowhammer,Emberiza citrinella,1584,0.09999999403953552
Redwing,Turdus iliacus,1596,0.14999999105930328
WillowWarbler,Phylloscopus trochilus,1635,0.03999999910593033
CoalTit,Periparus ater,1652,0.32999998331069946
CommonWhitethroat,Curruca communis,1865,0.1899999976158142
GreatSpottedWoodpecker,Dendrocopos major,1904,0.12999999523162842
CommonNightingale,Luscinia megarhynchos,1924,0.10999999940395355
TawnyOwl,Strix aluco,1954,0.32999998331069946
EurasianBlueTit,Cyanistes caeruleus,2057,0.07000000029802322
RedCrossbill,Loxia curvirostra,2523,0.05999999865889549
EurasianWren,Troglodytes troglodytes,2635,0.03999999910593033
SongThrush,Turdus philomelos,2981,0.1599999964237213
EurasianBlackcap,Sylvia atricapilla,3364,0.08999999612569809
CommonChiffchaff,Phylloscopus collybita,3395,0.019999999552965164
EuropeanRobin,Erithacus rubecula,3619,0.08999999612569809
CommonChaffinch,Fringilla coelebs,3638,0.009999999776482582
CommonBlackbird,Turdus merula,4112,0.03999999910593033
GreatTit,Parus major,4463,0.029999999329447746
Noise,Noise,3000,0.1

